source,event_index,prev_total,subscription,next_total,expected,diff,is_valid,message
三联锻造,21,,,,,,N/A,数据不完整，无法校验
三联锻造,21,,,,,,N/A,数据不完整，无法校验
三联锻造,21,,,,,,N/A,数据不完整，无法校验
三联锻造,21,,,,,,N/A,数据不完整，无法校验
三联锻造,21,,,,,,N/A,数据不完整，无法校验
三联锻造,22,,,,,,N/A,数据不完整，无法校验
三联锻造,22,,,,,,N/A,数据不完整，无法校验
三联锻造,22,,,,,,N/A,数据不完整，无法校验
三联锻造,23,,,,,,N/A,数据不完整，无法校验
三联锻造,23,,,,,,N/A,数据不完整，无法校验
三联锻造,23,,,,,,N/A,数据不完整，无法校验
三联锻造,24,,,,,,N/A,数据不完整，无法校验
三联锻造,24,,,,,,N/A,数据不完整，无法校验
三联锻造,24,,,,,,N/A,数据不完整，无法校验
三联锻造,25,,,,,,N/A,数据不完整，无法校验
三联锻造,25,,,,,,N/A,数据不完整，无法校验
三联锻造,25,,,,,,N/A,数据不完整，无法校验
三联锻造,26,,,,,,N/A,数据不完整，无法校验
三联锻造,26,,,,,,N/A,数据不完整，无法校验
三联锻造,26,,,,,,N/A,数据不完整，无法校验
三联锻造,27,,,,,,N/A,数据不完整，无法校验
三联锻造,27,,,,,,N/A,数据不完整，无法校验
三联锻造,28,,,,,,N/A,数据不完整，无法校验
三联锻造,28,,,,,,N/A,数据不完整，无法校验
三联锻造,29,,,,,,N/A,数据不完整，无法校验
三联锻造,29,,,,,,N/A,数据不完整，无法校验
三联锻造,30,,,,,,N/A,数据不完整，无法校验
三联锻造,31,,,,,,N/A,数据不完整，无法校验
三联锻造,32,,,,,,N/A,数据不完整，无法校验
三联锻造,33,,,,,,N/A,数据不完整，无法校验
三联锻造,34,,,,,,N/A,数据不完整，无法校验
三联锻造,35,,,,,,N/A,数据不完整，无法校验
三联锻造,36,,,,,,N/A,数据不完整，无法校验
三联锻造,37,,,,,,N/A,数据不完整，无法校验
三联锻造,38,,,,,,N/A,数据不完整，无法校验
三联锻造,39,,2.65,,,,N/A,数据不完整，无法校验
三联锻造,40,2.65,,,,,N/A,数据不完整，无法校验
三联锻造,41,,,,,,N/A,数据不完整，无法校验
三联锻造,42,,,,,,N/A,数据不完整，无法校验
三联锻造,43,,,,,,N/A,数据不完整，无法校验
三联锻造,44,,,,,,N/A,数据不完整，无法校验
三联锻造,45,,,,,,N/A,数据不完整，无法校验
三联锻造,46,,,,,,N/A,数据不完整，无法校验
三联锻造,47,,,,,,N/A,数据不完整，无法校验
三联锻造,48,,,,,,N/A,数据不完整，无法校验
三联锻造,49,,,,,,N/A,数据不完整，无法校验
三联锻造,50,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,1627.9025,,,,N/A,数据不完整，无法校验
云汉芯城,1,1627.9025,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,155.9259,,,,N/A,数据不完整，无法校验
云汉芯城,1,155.9259,155.9259,,311.8518,,N/A,数据不完整，无法校验
云汉芯城,1,155.9259,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,4883.7074,,,,N/A,数据不完整，无法校验
云汉芯城,1,4883.7074,666680.0,,671563.7074,,N/A,数据不完整，无法校验
云汉芯城,1,666680.0,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,4000.0,,,,N/A,数据不完整，无法校验
云汉芯城,1,4000.0,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,300.0,,,,N/A,数据不完整，无法校验
云汉芯城,1,300.0,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,1613.23,,,,N/A,数据不完整，无法校验
云汉芯城,1,1613.23,645.48,,2258.71,,N/A,数据不完整，无法校验
云汉芯城,1,645.48,543840.0,,544485.48,,N/A,数据不完整，无法校验
云汉芯城,1,543840.0,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,3.13,,,,N/A,数据不完整，无法校验
云汉芯城,1,3.13,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,1627.9025,,,,N/A,数据不完整，无法校验
云汉芯城,1,1627.9025,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,1,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,4000.0,,,,N/A,数据不完整，无法校验
云汉芯城,2,4000.0,51.5,,4051.5,,N/A,数据不完整，无法校验
云汉芯城,2,51.5,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,1.0,,,,N/A,数据不完整，无法校验
云汉芯城,2,1.0,2835320.0,,2835321.0,,N/A,数据不完整，无法校验
云汉芯城,2,2835320.0,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,3.13,,,,N/A,数据不完整，无法校验
云汉芯城,2,3.13,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,1053360.0,,,,N/A,数据不完整，无法校验
云汉芯城,2,1053360.0,50000.0,,1103360.0,,N/A,数据不完整，无法校验
云汉芯城,2,50000.0,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,2,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,50.0,,,,N/A,数据不完整，无法校验
云汉芯城,3,50.0,20.0,,70.0,,N/A,数据不完整，无法校验
云汉芯城,3,20.0,1000.0,,1020.0,,N/A,数据不完整，无法校验
云汉芯城,3,1000.0,2502000.0,,2503000.0,,N/A,数据不完整，无法校验
云汉芯城,3,2502000.0,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,486783350.23,,,,N/A,数据不完整，无法校验
云汉芯城,3,486783350.23,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,3,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,40.0,,,,N/A,数据不完整，无法校验
云汉芯城,4,40.0,1.0,,41.0,,N/A,数据不完整，无法校验
云汉芯城,4,1.0,1030000.0,,1030001.0,,N/A,数据不完整，无法校验
云汉芯城,4,1030000.0,93.33,,1030093.33,,N/A,数据不完整，无法校验
云汉芯城,4,93.33,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,4,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,113.0488,,,,N/A,数据不完整，无法校验
云汉芯城,5,113.0488,515000.0,,515113.0488,,N/A,数据不完整，无法校验
云汉芯城,5,515000.0,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,5,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,96.899,,,,N/A,数据不完整，无法校验
云汉芯城,6,96.899,387596.0,,387692.899,,N/A,数据不完整，无法校验
云汉芯城,6,387596.0,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,6,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,1659535.0,,,,N/A,数据不完整，无法校验
云汉芯城,7,1659535.0,6.67,,1659541.67,,N/A,数据不完整，无法校验
云汉芯城,7,6.67,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
云汉芯城,7,,,,,,N/A,数据不完整，无法校验
